course_number,title,course_id,year,term,credits,meeting_time,instructor,description,course_note,requires,fas_divisional_distribution,quantitative_reasoning_with_data,is_general_education_course,general_requirement_type,source_page
HISTSCI 1735,Being Human since 1945,223081,2025,Fall,4,W 1200 PM - 0245 PM | Instructor Permission Required,Simon Torracinta,"This course traces the arc of scientific thinking about human nature since 1945. In this period, the anchoring of human origins in the ""modern synthesis"" of genetics and evolutionary biology promised a new biological approach that would finally get at the root of the human, while generating utopian aspirations for remaking humanity altogether. The course is structured thematically, looking at scientific and social debates about genes, race, minds, sex, blood, primates, and other key topics in the postwar human sciences, including genetics, evolutionary biology, primatology, medicine, psychology, neuroscience, and physical anthropology.",,,Social Sciences,No,No,FAS Divisional Distribution,1999
HISTSCI 1740,The Psychology of War,224481,2025,Fall,4,T 0300 PM - 0545 PM | Instructor Permission Required,Leslie-William Robinson,"How has war functioned as a social laboratory for the testing of psychological theories and influenced scientific and popular understandings of the human mind? Predominantly focused on the US from the long nineteenth century to today, Psychology of War examines changing social scientific explanations for why people fight wars, and ideas about how to manage and motivate them when they do. We cover the diagnosis and treatment of combat trauma and the rise of humanitarianism, highlighting shifts in moral and legal approaches to warfare. We unpack the pathologization of anti-war sentiment and the application of military psychological strategies to public life. We analyze cultural representations of war including art, film, and literature, especially for their role in shaping memory and the commemoration of wars.",,,Social Sciences,No,No,FAS Divisional Distribution,1999
HISTSCI 1760,Brainwashing and Modern Techniques of Mind Control,126335,2027,Spring,4,No meeting time listed,Rebecca Lemov,"This course examines the phenomenon of brainwashing as a modern set of techniques that can apparently force a subject radically to alter their beliefs against their will. The Cold War roots of 'brainwashing' - both the myth and the reality -- lie in the politics of twentieth-century anti-Communism and the deeper fear that people's most strongly held thoughts, ideas, and ideological commitments could be vulnerable to powerful infiltration. I argue this fear is justified — that brainwashing is real. In order to understand the dynamics of this process we will examine case studies beginning with the Korean War P.O.W.s, the American interdisciplinary science of ""coercive persuasion"" that arose in response, and successive waves of technological, political, and sociocultural developments. We will also look at ""hyper-persuasion"": how persuasive techniques operate via social media and AI among larger groups, crowds, organizations, and mass societies.",,,Social Sciences,No,No,FAS Divisional Distribution,1999
HISTSCI 1765,History of Psychedelics and Trauma,233155,2026,Fall,4,R 0300 PM - 0500 PM | Instructor Permission Required,Rebecca Lemov,"This course examines the connected histories of psychedelic research and the modern understanding of trauma. To put it simply, psychedelic substrates such as LSD-25, psilocybin, and others have been used both to traumatize subjects (for military purposes, especially during the Cold War) and to treat trauma in veterans and other sufferers. Currently the United States is on the cusp of mainstreaming the use of psychedelics and related substances such as MDMA for the treatment of trauma, and this course will provide us with tools to think through the ethical, scientific, philosophical, and spiritual dimensions of this unique historical moment.",,,Social Sciences,No,No,FAS Divisional Distribution,2000
HISTSCI 1770,Broken Brains: A Patient-Centered History,160496,2027,Spring,4,No meeting time listed | Instructor Permission Required,Anne Harrington,"An exploration of the complex relationship between doctors and scientists who study and treat different kinds of ""broken brains,"" the patients they study and treat, and larger public conversations about being human in today's neurological society. Topics include iconic cases of brain damage that catalyze new scientific understandings (like the case of H.M.), the study of brain damage in war, the emergence of writings (including memoirs and novels) that attempt to describe ""what it is like"" to suffer from disorders like autism and Alzheimer's, and controversies over recent efforts to see psychiatric disorders like depression as simple products of a chemically ""broken brain.""",,,Social Sciences,No,No,FAS Divisional Distribution,2000
HISTSCI 1771,Science and the Quest for Consciousness,226346,2026,Fall,4,R 1200 PM - 0245 PM,Anne Harrington,"In 1990, in a paper cited more than 3,000 times, Nobel Prize-winning microbiologist Francis Crick and neurobiologist Christof Koch declared ""the time is now ripe for an attack on the neural basis of consciousness."" Thirty years later, though, we have largely lost the bullish certainties of the 1990s. People still speak of ""consciousness studies,"" but it is unclear who polices the borders of that field. Instead, we see increasing interest in phenomena that even a decade ago would have been beyond the pale, from psychedelics to near- death experiences, to deathbed visioning, to lucid dreaming. The spaces in which consciousness research happens has also expanded: no longer just the neuroscience lab, but the hospice, the meditation retreat, the ICU, the operating theater, the wildlife preserve, and AI research labs. This course is an invitation to travel to these spaces and others, to try to understand what is happening in each of them, how they relate to one another, and what it would mean, really, for science to understand consciousness.",,,Social Sciences,No,No,FAS Divisional Distribution,2000
HISTSCI 1771,Science and the Quest for Consciousness,226346,2025,Fall,4,MW 1200 PM - 0115 PM,Anne Harrington,"In 1990, in a paper cited more than 3,000 times, Nobel Prize-winning microbiologist Francis Crick and neurobiologist Christof Koch declared ""the time is now ripe for an attack on the neural basis of consciousness."" Thirty years later, though, we have largely lost the bullish certainties of the 1990s. People still speak of ""consciousness studies,"" but it is unclear who polices the borders of that field. Instead, we see increasing interest in phenomena that even a decade ago would have been beyond the pale, from psychedelics to near- death experiences, to deathbed visioning, to lucid dreaming. The spaces in which consciousness research happens has also expanded: no longer just the neuroscience lab, but the hospice, the meditation retreat, the ICU, the operating theater, the wildlife preserve, and AI research labs. This course is an invitation to travel to these spaces and others, to try to understand what is happening in each of them, how they relate to one another, and what it would mean, really, for science to understand consciousness.",,,Social Sciences,No,No,FAS Divisional Distribution,2000
HISTSCI 1772,Mental Health Matters: Historical Themes and Unfinished Business,216373,2026,Spring,4,R 1200 PM - 0245 PM | Instructor Permission Required,Anne Harrington,"This course offers an opportunity to explore some of the unfinished business of modern-day mental health care, using an historical lens. Mental health matters! But history matters too, because understanding the forces that have brought us to our current moment arms us with insights that potentially allow us to do better. We will focus on pressing issues in four big areas: (1) the crisis around psychiatry's diagnostic methods, why it happened and what is at stake; (2) the complex status of drugs in mental health care (including recent efforts to retool psychedelics as medicines); (3) the complex status of psychotherapy in mental health care (including the recent turn to mobile apps and psychotherapy chatbots); and (4) the institutional spaces that exist — or often do not exist — for the seriously mentally ill (including how and why jails and prisons have emerged as some of the largest providers of mental health care in the country).",,,Social Sciences,No,No,FAS Divisional Distribution,2001
HISTSCI 1780,Psychopathologies of Modern Life,218690,2025,Fall,4,W 0300 PM - 0545 PM | Instructor Permission Required,Elizabeth Lunbeck,"What is the relationship between cultural change and individual pathology? Are the stresses of modern life implicated in the emergence of new forms of psychic distress and mental illness? Over the past century, psychological experts have identified new emotions, dissatisfactions, and disorders, producing an expansive catalogue of modern woes and fashioning a range of remedies. With attention to variations across race and gender, we explore the coalescence and cultural fortunes of, among other topics, the personality disorders (narcissism, BPD); trauma, PTSD; disorders of identity and of attachment; social anxiety, isolation; gaslighting; Black Rage; greed, success neurosis, imposter syndrome; stress, coping, burnout.",,,Social Sciences,No,No,FAS Divisional Distribution,2001
HISTSCI 1840,"Science, Technology, and Medicine in South Asia",226374,2026,Spring,4,R 0300 PM - 0545 PM | Instructor Permission Required,Eric Gurevitch,"Science is big in South Asia, and it has been for a long time. Today, the Constitution of India speaks of the duty of citizens to develop a ""scientific temper"" and of the responsibility of the government to finance ""scientific or technical education."" Medicine, mathematics, astronomy, and other practical sciences have lengthy histories in the region, and these disciplines were used to theorize society and belonging in colonial and nationalist thought. This undergraduate seminar explores the changing and contested understandings of science, technology and medicine in South Asia from the precolonial to the present. No prerequisites or specialized knowledge required.",,,Social Sciences,No,No,FAS Divisional Distribution,2001
HISTSCI 1845,Histories of Science and Technology in Latin America,233324,2027,Spring,4,No meeting time listed | Instructor Permission Required,Gabriela Soto Laveaga,"This course examines the role that science and technology—as understood by both governments and individual citizens—played in the formation of modern Latin American countries. While focusing on the nineteenth, twentieth and twenty-first century, the course will also lay the groundwork to understanding different knowledge systems and what happened to these with the arrival of Europeans to the Americas. Examples will span, for example, the measurement of indigenous women's pelvises as evidence of a supposed inferior Indigenous race, to recent use of drones by cartels, to hydro technologies in climate-changed regions, to agrotechnology to end global hunger.",,,,No,No,,2001
HISTSCI 1850,Technologies of Social Reform,226401,2025,Fall,4,M 0300 PM - 0545 PM | Instructor Permission Required,Marc Aidinoff,"Throughout U.S. history, some of the best and brightest minds have worked to address the most difficult problems of social life. The results are decidedly uneven; extraordinary accomplishments addressing once seemingly intractable problems are complemented by the collateral damage of well-intentioned plans. Beginning with Reconstruction and ending with the Biden Administration, this course examines the development and implementation of public policy ideas in the United States. Along the way, students will examine competing forms of expertise, including social workers, engineers, lawyers, economists, scientists, community organizers, and quite a few Harvard graduates as they vied for ultimate authority to shape society.",,,Social Sciences,No,No,FAS Divisional Distribution,2002
HISTSCI 1851,Digital Democracy,226370,2027,Spring,4,No meeting time listed,Marc Aidinoff,"How is democracy evolving, or continuing to function, in an age of Artificial Intelligence (AI)? This course explores how cutting-edge and mundane technologies have changed the basic building blocks of collective governance, from voting systems and public service delivery to networked activism and digital communities. We' ll dive into the opportunities and risks of emerging tools and ask if technology has remade core concepts like freedom, fairness, and citizenship. Intended for students interested in the intersection of history, technology, and public policy, with special attention paid to debates in the United States over the past fifty years including over privacy, innovation, encryption, online sexuality, and the algorithmic harms.",,,Social Sciences,No,No,FAS Divisional Distribution,2002
HISTSCI 1851,Digital Democracy,226370,2026,Spring,4,TR 1030 AM - 1145 AM,Marc Aidinoff,"How is democracy evolving, or continuing to function, in an age of Artificial Intelligence (AI)? This course explores how cutting-edge and mundane technologies have changed the basic building blocks of collective governance, from voting systems and public service delivery to networked activism and digital communities. We' ll dive into the opportunities and risks of emerging tools and ask if technology has remade core concepts like freedom, fairness, and citizenship. Intended for students interested in the intersection of history, technology, and public policy, with special attention paid to debates in the United States over the past fifty years including over privacy, innovation, encryption, online sexuality, and the algorithmic harms.",,,Social Sciences,No,No,FAS Divisional Distribution,2002
HISTSCI 1852,Technoscience and US Politics,233167,2026,Fall,4,M 0300 PM - 0545 PM | Instructor Permission Required,Marc Aidinoff,"Can we govern scientific and technological innovations or do they govern us? This seminar explores the ways science and technology have inspired, limited, and enhanced political action. Beginning with the surge of federal funding for U.S. science and engineering during World War II, continuing through the developmentalist promises of post-war science, and into the current regulatory (and deregulatory) fights over AI, this class looks to the moral and political role of science and technology policy. It will pay special attention to the role of institutions, political culture, and ideology. Students will grapple with high-stakes normative questions through concrete cases.",,,Social Sciences,No,No,FAS Divisional Distribution,2002
HISTSCI 1861,From Steam Engines to Silicon Valley: Science and Capitalism in History,223137,2026,Spring,4,TR 0130 PM - 0245 PM,Simon Torracinta,"This undergraduate lecture course examines the interrelated histories of science and capitalism, from the steam engine to Silicon Valley. The course begins with the dramatic and intertwined transformations of the ""scientific revolution,"" the transition to capitalism, and the global ""great divergence,"" and continues to the present day. Topics covered include global science and empire; energy, work, and fossil capitalism; the technics of the industrial revolution; the science of racial capitalism; the rise of corporate science and R&D; techniques of quantification and economic calculation; biotechnology and pharmaceuticals; and the origins of ""Big Tech.""",,,Social Sciences,No,No,FAS Divisional Distribution,2003
HISTSCI 1955,Science in Popular Culture,220651,2026,Spring,4,MW 0300 PM - 0415 PM,Erik Baker,"Very few people are scientists, but almost everyone knows something about science –– about what ""the science says"" about the world, who scientists are, and the role of science as an institution in society. In this course, we'll think together about where these beliefs come from and why they matter, with a focus on the twentieth-century United States. Topics include the history of science education, including recurrent debates about teaching evolution; the popular science publishing industry and celebrity popularizers like Bill Nye; the ""mad scientist,"" the ""troubled genius,"" and other tropes in film and literature; and the history of ""pseudoscience.""",,,Social Sciences,No,No,FAS Divisional Distribution,2003
HISTSCI 1960,"Bias, Hype, and Objectivity in Science",224510,2026,Spring,4,M 0300 PM - 0545 PM | Instructor Permission Required,Sarah Richardson,"This course introduces frameworks for grappling with questions around research integrity in the world of fast- moving, high-tech, transnational, financialized scientific knowledge production. Topics include peer review, the replicability crisis, industry funding of science, and data fraud, as well as proposed solutions. Traversing the fields of research ethics, social studies of science, and history and philosophy of science, this case study-based discussion seminar will introduce students to foundational readings on bias, hype, and objectivity in science as well as to newer concepts and debates. HISTSCI 1980",,,Social Sciences,No,No,FAS Divisional Distribution,2003
"Burning Books, Fighting Facts: How Individuals & Institutions Resist,","Reject, and Destroy Knowledge",222143,2026,Fall,4,MW 1200 PM - 0115 PM,Naomi Oreskes,"Alternative facts, fake news, disinformation, propaganda. We live in a world where even the most basic factual claims—from the reality of anthropogenic climate change to who won the 2020 Presidential election—are disputed. But while this state of affairs may seem shocking, it is not entirely new: there is a long history of scientific (and other factual) claims coming under attack for political, social, economic, and ideological reasons. Yet, it feels as if things have of late become worse. In this course, we will examine the history of attempts to deny and destroy knowledge, the various motivations for it, the various means people have used to obstruct knowledge, and whether the current moment is exceptional in this regard, or not. HISTSCI 2110",,,Social Sciences,No,No,FAS Divisional Distribution,2003
Science Before Science: Sources and Methods for the Study of the,Premodern History of Science,218687,2025,Fall,4,T 0900 AM - 1145 AM | Instructor Permission Required,Hannah Marcus,"This graduate seminar is designed to introduce students to the important thematic areas and historiographical questions in the study of premodern science. We will survey the landscape of premodern technology, medicine, and natural philosophy with the goal of providing students with the necessary toolkit to conduct research in premodern sources and to read critically in the secondary literature.",,,Social Sciences,No,No,FAS Divisional Distribution,2004
HISTSCI 2150,History of Science and the World,233164,2026,Fall,4,W 0300 PM - 0545 PM | Instructor Permission Required,Eric Gurevitch,"This graduate seminar will provide students with the resources to tell compelling histories of sciences, technology, and medicine across the premodern globe. The course will survey the trajectory of recent historiography and read sources from a range of contexts to think about the current – and sometimes enduring – questions that animate the field. The course is designed to help graduate students develop their own research agenda in conversation with historiographic debates, write review essays, and assess the state of the discipline.",,,Social Sciences,No,No,FAS Divisional Distribution,2004
HISTSCI 2226,Science in the Cold War,205382,2027,Spring,4,No meeting time listed | Instructor Permission Required,Benjamin Wilson,"This seminar examines the broad and multifaceted interaction between science and the Cold War. In the years between 1945 and the collapse of the Soviet Union, science was enrolled in a remarkable range of ideological, cultural, political, and technological projects. In what ways did Cold War priorities and institutions shape the development of modern science? How did modern science make the Cold War? Readings will include classic and recent works that have explored and critiqued the notion of ""Cold War science.""",,,Social Sciences,No,No,FAS Divisional Distribution,2004
HISTSCI 2270,Scientific Visualization: From Galileo to DNA and Black Holes,214531,2026,Spring,4,T 0900 AM - 1145 AM | Instructor Permission Required,Peter Galison,"Visualization has been central to the development of science over the last 400 years, from Galileo through DNA to black holes. From diagrams and thought experiments through traces, photographs and film, the ability to picture, and reproduce, images of scientific phenomena has shaped our understanding of the natural world. Drawing on astronomy, physics, and bio-medicine, this course will explore visualization in science historically, epistemologically, and sociologically. How has the scientific image shaped standards of demonstration, opened new ways of knowing, and accompanied the development of the very idea of scientific objectivity.","Enrollment by permission of the instructor, open to both undergraduate and graduate students from all departments.",,Social Sciences,No,No,FAS Divisional Distribution,2004
HISTSCI 2340,Planetary Insecurities,224515,2025,Fall,4,W 0300 PM - 0500 PM | Instructor Permission Required,Rijul Kochhar,"How is the biological body—the entity of life—being reconfigured in its environing worlds? This seminar seeks to answer this question by exploring three distinct registers in which the concept of the ""planetary"" has been gestated in 20th century collective life.Readings will be divided into three analytic parts. Part I will deal with drones as a technoscientific entity in late modernity that is responsible not merely for the militarization of the air but also a concomitant production of airspace as planetary battlescape and an agent for the geo-mapping of diverse biological entities. Part II will provide historical genealogies of One/Planetary health discourse concerning the flow of pathogenic life over earthly space. Such discourse, we will examine, as the symptomatology of the fictions of national borders. Part III will delve deeper into 20th century and Cold War environmental imaginaries which have produced the planet/globe/earth as slippery signifiers of imperiled spatial life in late modernity. The securitization of life—and the life of insecurity—thus emerge in this seminar through their spatial, species, and technoscientific vectors.",,,Social Sciences,No,No,FAS Divisional Distribution,2005
HISTSCI 2410,Vaccination in Historical Perspective: Research Seminar,224533,2027,Spring,4,R 0300 PM - 0500 PM | Instructor Permission Required,Allan Brandt,"Vaccination is among the oldest and most effective of medical interventions, yet paradoxically, it is also one of the most controversial. This course will examine the history of vaccination specific historical episodes in which it was utilized to prevent illness, disability, and death, as well as associated scientific, social, and political controversies. Although historians have long chronicled the development of vaccines and allied public health campaigns, the historiography of vaccination has shifted in light of the rapid development of Covid vaccines and the intense debates they have generated. Following an intensive reading of historical and other social science research on vaccines, each student will select a research topic to investigate during the course. Together the resulting papers will be included in a ""course anthology"" of the ""new"" history of vaccines, utilizing new methodologies and analytic approaches to vaccination in the past and the present. HISTSCI 2440",,,Social Sciences,No,No,FAS Divisional Distribution,2005
"Improving Humans: A History of Eugenics, Heredity, and Genetics in the",United States,233109,2026,Fall,4,T 0900 AM - 1145 AM | Instructor Permission Required,Evelynn Hammonds,"Eugenics was the idea that humans could be improved through selective breeding of populations. It emerged in the late 19th century and by the early decades of the 20th century it was a world-wide movement involving biologists, physicians, politicians and educators. Based on early genetic ideas about the inheritance of human qualities such as intelligence, social behaviors, and complex diseases, the movement led to many practices that targeted the poor, women, and racial minorities. We will explore the long history of eugenic ideas and practices in science and medicine in the United States. HISTSCI 2445",,,Social Sciences,No,No,FAS Divisional Distribution,2005
The Changing Concept of Race in Science and Medicine in the U.S.: From,Jefferson to Genomics,108811,2025,Fall,4,W 0900 AM - 1145 AM | Instructor Permission Required,Evelynn Hammonds,"This course explores the history of the concept of ""race"" as used by biologists, anthropologists, and physicians from the 17th century to the present and social and political responses to the concept of race in these fields.",,,Social Sciences,No,No,FAS Divisional Distribution,2006
HISTSCI 2730,Reading Psychoanalysis in Turbulent Times,230454,2026,Spring,4,W 0300 PM - 0545 PM | Instructor Permission Required,Elizabeth Lunbeck,"A wide-ranging exploration of ways in which psychoanalytic thinking, from Freud's time to our own, has been shaped by and responded to the political and social turmoil of the long twentieth century. We will examine analysts' conceptual and clinical framing of such issues as authority and domination; aggression, violence, and war; racism and nationalism; envy and greed; organizational dysfunction; productive and malignantly narcissistic leaders and their followers. Readings include foundational clinical and theoretical contributions from major analytic figures.",Open to advanced undergraduates with permission of the instructor.,,Social Sciences,No,No,FAS Divisional Distribution,2006
HISTSCI 2760,Science and Technology of the Self,214615,2026,Fall,4,F 0945 AM - 1145 AM | Instructor Permission Required,Rebecca Lemov,"This class examines how scientists tried to capture (and define) the self through new methodologies and technologies. How did large research enterprises comprising ""big social science"" emerge in the 20th century at the meeting place between anthropology, psychology, psychoanalysis, and other human and life sciences? We begin by looking broadly at the history of the self, and ask how to define ""technologies of the self."" The course then explores 20th and 21st century attempts to represent the self in graphs, quizzes, ethnographic interviews, psychograms, fMRIs, fieldwork, renderings of psychedelic experiences, and large datasets of dreams. How can ""inner life experience"" be scientifically and exactly known?",,,Social Sciences,No,No,FAS Divisional Distribution,2006
HISTSCI 2812,China in the History of Science and Technology,218688,2026,Fall,4,M 0900 AM - 1145 AM | Instructor Permission Required,Victor Seow,"This graduate seminar has been designed to prepare students to undertake independent research in the history of science and technology in China from the late nineteenth century to the present. To that end, it introduces students both to general trends in the relevant literature from the history of science and technology and adjacent social sciences as well as to various types of primary sources that can serve as the foundation for a scholarly contribution. Advanced proficiency in the Chinese language and some basic familiarity with the history of modern China required.",,,Social Sciences,No,No,FAS Divisional Distribution,2006
HISTSCI 2855,Thinking with Computers,226368,2025,Fall,4,R 0300 PM - 0545 PM | Instructor Permission Required,Marc Aidinoff,"This graduate course introduces students to the history and social studies of computing. We will question the role of digital technology in race-making, class formation, gender construction, history writing, and the creation of other social facts. The course will survey canonical texts, analytic frameworks, and research methods, that have guided the history of computing, while also exploring how computers function as an explanatory tool in more recent humanistic and social scientific attempts to make sense of digital life.",,,Social Sciences,No,No,FAS Divisional Distribution,2006
HISTSCI 2883,Automating Knowledge,226371,2026,Spring,4,R 0300 PM - 0545 PM | Instructor Permission Required,Alex Csiszar,"This course will consider the long history of attempts to invent methods and machines for producing, justifying, and judging claims to knowledge. Topics will include the history of quantification, statistics, rules, algorithms, data, calculation, and the long history of claims to non-human forms of knowing.",,,Social Sciences,No,No,FAS Divisional Distribution,2007
HISTSCI 2911,The Past and Futures of the University,217876,2026,Fall,4,R 0900 AM - 1145 AM | Instructor Permission Required,Peter Galison,"This seminar is aimed at exploring the changing structure, aims, and impact of the university, from its medieval origins through the nineteenth and twentieth centuries, into our contested present and possible futures. Each week we will explore a different facet of the university in its many forms, from the British, French and Italian monastic and seminary universities founded in the 11th through the 13th centuries (including Oxbridge, Bologna, Paris) through colonial new world institutions, inter alia Harvard, Columbia, Princeton, Yale. Most of the course will address developments of the 19th century through to the present: starting with the explosive growth of the research & teaching university created between Germany and the United States in the later 19th century—and the myriad ways it is has been transformed by wars (Civil, hot, cold), alongside debates over who can attend, meritocracy, commerce, politics, and the expanding world of AI with its impact on teaching and research. The course, in short, is an exploration of institutional epistemology: the re-definitions of what counts and what is valued as knowledge. Where will the university head—where should it head—over the 21st century? This is a research seminar, open to graduate students and undergraduates, by permission of the instructor, limited to 25 students.",Enrollment by permission of the instructor.,,Social Sciences,No,No,FAS Divisional Distribution,2007
HISTSCI 2985,"Science, Power and Politics",122718,2026,Fall,4,W 0200 PM - 0400 PM | Instructor Permission Required,Sheila Jasanoff,"This seminar introduces students to the major contributions of the field of science and technology studies (STS) to the analysis of politics and policymaking in democratic societies. The objective is to expand students' understanding of the ways in which science and technology participate in the creation of social and political order. The seminar is devoted to reading and analyzing works by scholars in STS and related fields who have addressed such topics as the relationship between scientific and political authority, science's relations with the state, science and democracy, scientific and technical controversies, and citizenship in technological societies.",Undergraduates may enroll only by permission of the instructor and should email the instructor directly to explain their interest and background. Offered jointly with the Kennedy School as IGA-513.,,Social Sciences,No,No,FAS Divisional Distribution,2007
HISTSCI 2985,"Science, Power and Politics",122718,2025,Fall,4,W 0200 PM - 0400 PM | Instructor Permission Required,Sheila Jasanoff,"This seminar introduces students to the major contributions of the field of science and technology studies (STS) to the analysis of politics and policymaking in democratic societies. The objective is to expand students' understanding of the ways in which science and technology participate in the creation of social and political order. The seminar is devoted to reading and analyzing works by scholars in STS and related fields who have addressed such topics as the relationship between scientific and political authority, science's relations with the state, science and democracy, scientific and technical controversies, and citizenship in technological societies.",Undergraduates may enroll only by permission of the instructor and should email the instructor directly to explain their interest and background. Offered jointly with the Kennedy School as IGA-513.,,Social Sciences,No,No,FAS Divisional Distribution,2008
HISTSCI 2993,Agnotology: The History of Knowledge and Ignorance,203706,2026,Fall,4,M 0300 PM - 0500 PM | Instructor Permission Required,Naomi Oreskes,"Historians of science have traditionally been concerned with the production of scientific knowledge, but in recent years have turned their attention to the production of ignorance. This course focuses on the production of ignorance as a social, political, cultural, economic and epistemic question, with attention both to techniques of deliberate ignorance production, and to the inadvertent and often uncontested production of ignorance that arises from accepted research practices and from the conditions that shape the direction and forms of scientific inquiry.","Open to graduate students and advanced undergraduates in history of science, and to others, with instructor's permission.",,Social Sciences,No,No,FAS Divisional Distribution,2008
HISTSCI 3000,Direction of Doctoral Dissertations,112941,2027,Spring,4,No meeting time listed | Instructor Permission Required,Marc Aidinoff,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2008
HISTSCI 3000,Direction of Doctoral Dissertations,112941,2026,Fall,4,No meeting time listed | Instructor Permission Required,Marc Aidinoff,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2008
HISTSCI 3000,Direction of Doctoral Dissertations,112941,2025,Fall,4,No meeting time listed | Instructor Permission Required,Marc Aidinoff,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2008
HISTSCI 3000,Direction of Doctoral Dissertations,112941,2026,Spring,4,No meeting time listed | Instructor Permission Required,Marc Aidinoff,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2009
HISTSCI 3000 (002),Direction of Doctoral Dissertations,112941,2027,Spring,4,No meeting time listed | Instructor Permission Required,Eram Alam,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2009
HISTSCI 3000 (002),Direction of Doctoral Dissertations,112941,2026,Fall,4,No meeting time listed | Instructor Permission Required,Eram Alam,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2009
HISTSCI 3000 (002),Direction of Doctoral Dissertations,112941,2025,Fall,4,No meeting time listed | Instructor Permission Required,Eram Alam,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2009
HISTSCI 3000 (002),Direction of Doctoral Dissertations,112941,2026,Spring,4,No meeting time listed | Instructor Permission Required,Eram Alam,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2009
HISTSCI 3000 (003),Direction of Doctoral Dissertations,112941,2026,Fall,4,No meeting time listed | Instructor Permission Required,Allan Brandt,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2010
HISTSCI 3000 (003),Direction of Doctoral Dissertations,112941,2027,Spring,4,No meeting time listed | Instructor Permission Required,Allan Brandt,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2010
HISTSCI 3000 (003),Direction of Doctoral Dissertations,112941,2025,Fall,4,No meeting time listed | Instructor Permission Required,Allan Brandt,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2010
HISTSCI 3000 (003),Direction of Doctoral Dissertations,112941,2026,Spring,4,No meeting time listed | Instructor Permission Required,Allan Brandt,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2010
HISTSCI 3000 (004),Direction of Doctoral Dissertations,112941,2027,Spring,4,No meeting time listed | Instructor Permission Required,Janet Browne,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2010
HISTSCI 3000 (004),Direction of Doctoral Dissertations,112941,2026,Fall,4,No meeting time listed | Instructor Permission Required,Janet Browne,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2011
HISTSCI 3000 (004),Direction of Doctoral Dissertations,112941,2025,Fall,4,No meeting time listed | Instructor Permission Required,Janet Browne,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2011
HISTSCI 3000 (004),Direction of Doctoral Dissertations,112941,2026,Spring,4,No meeting time listed | Instructor Permission Required,Janet Browne,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2011
HISTSCI 3000 (005),Direction of Doctoral Dissertations,112941,2027,Spring,4,No meeting time listed | Instructor Permission Required,Alex Csiszar,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2011
HISTSCI 3000 (005),Direction of Doctoral Dissertations,112941,2026,Fall,4,No meeting time listed | Instructor Permission Required,Alex Csiszar,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2011
HISTSCI 3000 (005),Direction of Doctoral Dissertations,112941,2025,Fall,4,No meeting time listed | Instructor Permission Required,Alex Csiszar,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2012
HISTSCI 3000 (005),Direction of Doctoral Dissertations,112941,2026,Spring,4,No meeting time listed | Instructor Permission Required,Alex Csiszar,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2012
HISTSCI 3000 (006),Direction of Doctoral Dissertations,112941,2027,Spring,4,No meeting time listed | Instructor Permission Required,Peter Galison,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,,Social Sciences,No,No,FAS Divisional Distribution,2012
